total_sqft,floors,buildup_sqft,basement_sqft,price
5040,1.5,1860,0,215000
10006,2,2720,0,594950
5500,1,2030,890,1250000
12196,1,1800,0,305000
8830,1,1020,300,425000
29004,1,1770,0,215000
7725,1,1390,1160,480000
9000,1,1110,1040,550000
7465,2,3020,0,750000
27442,1,960,0,137124
11177,2,2783,0,840000
14274,1,1500,750,624800
8767,1,1710,0,630000
9380,1,1680,970,590000
1804,3,1830,0,599950
3044,2,1460,0,299880
6875,1,1760,0,400000
6058,2,1960,0,560000
7688,1,1170,840,229000
9958,2,3670,0,525000
9772,1,2290,0,737000
5720,1,980,800,680000
35430,2,3080,0,635000
15091,2,3360,0,740000
6780,2,1370,0,335500
8063,1,1660,0,270000
10660,2,4440,0,1037000
209523,1,1930,920,450000
2913,2,1530,0,379000
8400,1,1240,860,468000
1942,1,730,0,321500
8223,2,1920,0,443000
7324,1,1600,0,340000
17199,2,1530,850,470000
17377,2,2760,0,545000
11367,1.5,1840,0,415000
5750,1,1880,700,599000
4750,1,1340,760,759000
5015,1,1190,630,300000
18707,2,3930,900,1681000
4980,1,1080,470,359000
3600,1.5,1440,0,550000
6380,1,930,0,395000
12047,2,3560,0,486000
11600,1,840,0,187000
47179,2,3050,1230,734950
10018,1,1500,0,284000
38546,2,2550,1100,696000
3910,1,780,0,380000
5500,1.5,1600,0,625000
8250,1,1120,0,252000
9219,1,1010,0,560000
37026,1,1970,0,395000
4372,2,1540,690,900000
20445,2,4290,0,2680000
76230,1,2160,1000,625000
5100,1,1020,830,580000
8755,1,1300,680,309000
9767,2,2450,910,412000
192099,1,2660,0,495000
7280,1,1200,0,215000
5760,1,2150,0,741500
5348,2,2820,0,749000
9400,2,3510,0,659950
3078,2,1790,0,530000
6000,2,2100,600,749000
17004,2,4260,1520,2321000
4560,2,2760,970,595000
5001,2,2540,0,487000
8365,3,3300,0,760000
10327,2,4010,1420,1240000
5200,2,2550,0,435000
1484,3,1390,0,374950
1413,3,1270,0,440000
5000,2,2380,0,360000
22111,2,3360,0,879000
171626,2,6070,0,1550000
57000,1,1240,0,505000
14057,1,1680,1250,545000
102366,1,1940,470,600000
5000,1.5,2480,500,775000
2719,1,1010,940,725000
36583,1,1580,1020,610000
8147,1.5,1170,0,350000
6500,1,1470,0,410000
5419,1,920,920,639000
7500,1,1560,0,439000
7700,1,1520,0,499950
4000,2,1700,520,800000
9538,2,2800,0,350000
6300,1,670,0,279000
7885,2,1720,0,290256
4038,2,2110,0,355000
9187,1,1180,400,263000
3680,2,1760,880,880000
6515,2,2700,0,426500
8159,2,2820,0,735000
8930,2,3340,0,720000
6000,2,1530,0,265000
85728,2,3840,0,840000
10960,1,1510,810,657500
13430,1.5,2310,0,850000
1235,3,1600,170,436110
66646,2,3160,0,589900
6630,1,1280,340,620000
4235,1,1510,0,254000
8106,1,960,0,375000
8449,1,1170,570,455000
8395,1,1470,0,445000
4200,2,2460,0,568500
8182,1,1170,0,352500
7507,1,1210,0,342500
7942,2,1870,0,299950
5689,2,1950,0,425000
5250,2,2570,0,561000
10311,1,1460,0,455500
23100,1,1510,1460,400000
21781,2,2040,0,443500
6551,1.5,2500,740,1234582
67518,1,2250,900,370000
8008,1,1240,580,475000
35752,1,1490,640,580000
8000,1,1430,0,518000
6970,2,2030,0,525000
5827,2,2000,0,236000
6206,2,1940,0,278500
6780,1,880,0,205425
9400,1,950,0,248000
1596,2,1220,450,505000
10496,2,2670,0,657500
1438,2,1280,1420,670000
833,1,590,0,202000
8119,1,1080,1080,440000
8810,2,2700,0,690000
5793,2,3206,0,375000
9788,1,1560,0,291000
6956,1,1400,0,230000
6744,2,3090,0,850000
16475,2,2630,0,84350
11394,1,1550,640,12899000
9200,1,1050,1050,2110000
5427,1,1120,0,2199900
19542,1,2170,1090,188000
7793,1,1180,0,26590000
16344,1,780,0,7800
9397,2,2200,0,237227.8571
306848,1,1340,0,117833.3333
10125,1,1490,0,0
5900,1,1660,1140,744312.5
5390,1,1300,1300,0
9200,1,1600,1600,0
36615,2,2490,990,0
4082,2,2080,940,439333.3333
11088,1,1180,790,280000
7112,1,760,740,0
18804,2,3680,0,0
7200,1,1570,0,176225
2289,2,1880,400,500324
3573,2,1600,0,444845
1570,3,1680,0,330000
13860,1,1890,0,292285.7143
22334,1,520,0,160000
191228,2,1780,0,274333.3333
33976,1,1460,1460,537500
73151,1,2430,0,232333.3333
1842,2,3010,0,237333.3333
30736,1.5,1620,0,346750
188200,1,2200,0,0
78843,1.5,2950,0,1020000
10500,1,1270,900,0
17208,1,1160,610,254000
8209,1,1830,0,238750
7066,2,2380,0,268971.875
10000,1,1290,1260,642000
11610,2,3720,0,571986.1111
6324,2,3210,1420,0
9000,2,4430,0,0
1709,3,1490,0,554250
11023,2,3250,1780,0
22870,1,1280,900,0
131551,1,1590,0,107500
7066,1,1230,280,300000
10308,2,4210,0,0
9972,1,1640,0,540833.3333
1562,2,1400,440,274750
5000,1,1040,0,148612.5
4800,1,1250,0,326428.5714
12353,2,3690,0,0
7200,1.5,1400,130,135333.3333
3750,2,2110,0,577437.5
4333,1,1200,950,440825
10655,2.5,3740,1600,195000
7672,1,1480,940,257500
34460,2,5010,0,692000
9612,1,910,0,176400
5000,1.5,2200,0,193000
64441,2,3430,0,646212.5
6687,1,1220,640,268971.875
4545,1.5,2600,700,0
10716,1,1280,0,317061.875
7770,1,1490,0,83300
11965,2,2880,0,0
5200,1.5,1160,150,266066.6667
7403,2,1980,0,342246.4286
7900,1,1300,700,0
7440,1,1040,820,0
6180,2,1990,0,0
8300,1,1720,0,240015.3333
78408,1,1370,0,83300
35621,1,2030,2030,316850
9898,2,1960,0,259585.5714
9600,1,1120,600,328211.9048
12899,2,2740,0,673476.8182
13372,1,1360,0,0
5449,2,1870,0,425000
4222,1,720,0,127160
7741,2,2180,0,341750
8960,1,1430,0,178650
6685,1,780,0,87500
5002,1.5,1180,0,282508.8889
3731,1,900,400,450385.7143
18000,2,4260,0,435000
11900,1,2050,0,532500
19876,1,2030,900,408900
4120,1.5,880,620,156766.6667
13703,2,4770,1190,452500
4800,1,810,0,308830.7692
4344,2,2320,0,484991.6667
5000,1,730,360,287919.7826
4776,1,1000,0,247875
19821,2,2260,0,309487.5
5000,1.5,1290,0,173666.6667
7560,1,2120,0,237481.25
4522,2,1490,0,326983.3333
5100,2,2310,0,790000
6000,1,720,0,0
3035,1,920,920,678333.3333
36250,1,1590,1320,542804.75
12880,2,3270,0,723243.75
10257,2,3040,0,667781.25
9936,1,1200,0,108333.3333
5616,1.5,1670,1070,0
5350,2,2120,170,535000
6000,1,1300,1280,596165.4286
27200,1.5,1590,0,269187.5
6860,2,1040,0,148612.5
6710,1,1300,0,0
4698,2,2090,0,0
3800,2,2670,0,341166.6667
115434,1.5,1540,0,132500
12447,2,3370,0,557125
11325,1,1730,0,228944.4444
29970,2,1640,0,592105.7143
8051,1.5,2020,960,535000
8100,1,1330,0,420642.8571
12128,2,2192,0,132250
7242,2,2068,0,237227.8571
6250,1,1090,890,440825
1664,2,1300,410,2560498.333
4590,1,890,0,423050.9259
9583,2,4280,0,1337044.2
12476,2,3080,0,315368.7
7500,2,2070,0,417985.7143
7215,2,3010,0,723243.75
9300,1,2030,0,259950
19290,2,4060,0,0
16500,1,1500,840,237333.3333
5957,2,2340,0,426090
7137,1,1020,450,458663.8889
21755,1,2620,1080,812650
7200,1.5,1200,0,135333.3333
53898,1,1510,1400,0
7200,1,1110,800,0
13500,1,1520,1360,0
6863,2,3240,0,0
8219,1.5,970,620,387884.6154
11928,2,2540,1150,437500
5137,2,2480,0,641633.3333
40386,2,2683,0,681965.7813
8281,1,1100,0,229629.5
3500,1.5,1260,820,0
10119,1,1450,760,210614.2857
4000,1.5,1870,550,790000
1666,2,1000,240,435500
3060,1.5,1510,790,738190.8571
12874,1,1230,530,497333.3333
8555,1,1220,800,300000
5801,1.5,1960,540,1036200
5500,1.5,760,0,163785.7143
5340,1,1130,450,351250
10481,2,2670,0,645325
8366,1,1140,0,171224.8
8225,2,3870,0,0
18029,1,1810,940,540000
7000,2,1050,520,233166.6667
22470,1,1160,0,329333.3333
7665,1,1360,750,225279.4286
2509,2,1270,0,331366.6667
4500,2,3250,0,460886.9231
9839,1,940,0,337945.75
68824,2,2310,0,0
12519,1,1130,0,243069.2308
13783,2,3020,0,0
14910,2,3210,0,690408.6207
40705,2,2650,0,592105.7143
8079,1,1150,0,220083.3333
19023,2,3910,0,280000
5000,2,3490,0,297857.1429
19126,2,2610,720,950833.3333
5753,1.5,1940,0,323833.3333
2700,2,1800,0,309000
11249,1,1330,550,248400
6280,1.5,1980,890,994500
11600,1,980,980,0
7500,1,1410,400,0
6770,1.5,1490,0,0
17826,2,3740,1490,0
9760,1,1750,1640,288500
6413,1,880,0,379509.1667
21675,1,1610,940,180785.7143
13194,2,3160,0,950100
18641,1,2600,1950,0
13800,2,3831,0,542500
3000,1.5,1240,0,362750
14021,2,2520,0,234975
10200,2,2420,0,672500
7400,1,1250,0,391400
7300,1,1310,0,0
8053,1,1410,0,198995
9798,1,990,0,278900
8512,1,1000,0,171758.3333
7560,1,1300,700,325187.5
5650,1,1120,0,190368.75
7947,2,3370,0,375000
4000,2,2210,0,216000
6895,2,2640,0,0
887,3,1150,0,360500
27540,2,2150,0,677099.5652
31747,2,4230,0,405125
15330,1,1080,490,289987.5
7700,1,1120,510,264270
10274,2,2770,0,602761
7800,1,1150,600,251555.5556
8160,1,1090,0,214750
7740,1,930,0,258125
4857,2,2100,0,0
38677,2,2540,0,677099.5652
8424,1,810,0,0
8040,1,1520,0,0
1950,1,690,0,167500
3672,1.5,1650,720,471500
8750,1,2140,1360,0
3400,1,840,0,464600
8734,2,1830,0,132250
1524,3,1370,0,433111.1111
16100,1,1570,950,542500
4920,1.5,1530,600,0
8483,2,2590,0,368112.5
20011,2,1820,0,673476.8182
3210,1.5,1010,520,558653.8462
18362,2,4080,0,0
6600,1.5,1050,0,168333.3333
4805,2,1954,0,268971.875
3503,1,830,700,318000
4800,1.5,1660,0,550607.1429
4800,3,3050,780,1288333.333
1036,2,1090,400,584000
9030,1,1520,0,0
21738,2,8020,0,0
7410,2,1860,610,245000
4600,1,870,0,287919.7826
12653,2,2110,0,672500
4000,1,1090,900,454790
7552,1,910,650,282508.8889
4200,1.5,1640,100,473200
4650,1,1290,0,406062.5
8640,1,850,850,282766.6667
10032,1,1880,0,486445.8333
3330,1.5,1390,500,486895
1075,3,1540,80,430277.7778
8149,1,770,0,229629.5
18226,3,2890,0,0
8892,1,800,240,182805
8331,2,2620,0,380680.5556
5752,1,940,940,396166.6667
8169,2,2530,0,252980
4600,2,2538,0,289373.3077
7223,2,1610,0,210614.2857
6360,1,1510,0,308166.6667
7573,2,1460,0,534333.3333
7014,2,3010,0,416904.1667
6630,1,1070,1020,203400
8102,2,1490,0,220600
